tempo,giocatore,x_pos,y_pos,velocita,sprint,passaggi_chiave,indice_incisivita
2,4,63.42932015299412,51.871927221986574,4.305050586894188,0,1,16.610101173788376
2,5,19.31826017797622,11.307213196234802,3.628307566546157,0,1,15.256615133092314
2,6,14.262961557741036,36.48844108234395,4.879110186966876,0,0,9.758220373933751
2,7,6.8535978394322346,40.68741226082209,2.516438058538286,0,0,5.032876117076572
2,8,91.47364827053951,1.1749690220554745,5.665528088349595,0,0,11.33105617669919
2,9,65.93524360345653,42.425347984192086,6.069506230060726,1,1,30.13901246012145
2,10,74.78607060292596,15.210731034386779,3.5106140628103972,0,0,7.0212281256207945
2,11,1.9389060510770117,4.745871562262106,4.549747515444356,0,0,9.099495030888711
2,12,99.45318319175509,62.809007885881854,5.570548686052708,0,1,19.141097372105413
2,13,86.70266249022488,63.979433789096824,2.629080668479608,0,0,5.258161336959216
2,14,23.15482323581089,56.60337745374323,4.047960986973218,0,0,8.095921973946435
2,15,19.118794579526117,22.54215671946246,3.2591861269272213,0,0,6.518372253854443
2,16,16.737432171677998,10.090989518170492,2.005788764897991,0,0,4.011577529795982
2,17,32.369864757608816,44.038693564369815,0.213501749573346,0,0,0.427003499146692
2,18,53.251158006794284,31.260154482379473,5.758203924617607,0,0,11.516407849235215
2,19,47.848311631249175,9.631467429830856,0.8894235885631935,0,0,1.778847177126387
2,20,31.675241743738866,33.45111764493181,5.389954871690276,0,0,10.779909743380552
2,21,60.09620654579867,0.026377785632228257,4.360233330733002,0,0,8.720466661466004
2,22,14.0674282552754,66.81324870157032,0.3617720481802539,0,0,0.7235440963605078
3,1,43.867634369649025,23.569246493420582,0.1855791737913527,0,0,0.3711583475827054
3,2,97.10928850990867,28.058924614091655,6.581611689974703,1,0,23.163223379949407
3,3,70.9170294545426,33.872643231257115,2.7171894834456536,0,0,5.434378966891307
3,4,62.24053904534507,51.69982255978623,3.207770233440616,0,0,6.415540466881232
3,5,20.075741096446908,12.605845987489984,6.590253661435677,1,0,23.180507322871353
3,6,12.462516947157372,35.98668922858253,6.7283339467674,1,1,31.4566678935348
3,7,6.141179872690801,39.70741841196153,0.4855291061261582,0,0,0.9710582122523164
3,8,94.12182963096116,1.7824415884969078,0.1275527795608481,0,0,0.2551055591216962
3,9,64.04391767195396,43.80214090477425,4.781047413914498,0,0,9.562094827828997
3,10,77.9693048984449,16.7594289252135,2.2328294120563292,0,1,12.465658824112658
3,11,0.0,4.0195204529627295,5.701279378122551,0,0,11.402558756245101
3,12,101.35354991553503,61.74750368745369,0.8271537933515938,0,0,1.6543075867031876
3,13,87.36839163244423,65.14138486924082,4.402599927459188,0,1,16.805199854918378
3,14,21.76442752844377,56.514089419650524,5.62436651269394,0,0,11.24873302538788
3,15,14.256893569422509,21.005575257461025,1.2420768064580598,0,0,2.4841536129161197
3,16,16.358579944588257,8.219314745223217,5.647843174870848,0,1,19.295686349741697
3,17,34.81848171350627,41.893481497428866,2.604126600549482,0,0,5.208253201098964
3,18,52.591091276748806,31.45626534830861,2.385624781771125,0,1,12.77124956354225
3,19,50.01022156484835,7.477674203061697,3.0029581916251287,0,0,6.005916383250257
3,20,33.4199873719713,33.46646723646119,5.281800118592776,0,0,10.563600237185552
3,21,58.623943569226746,0.7195329970271344,6.317870346756966,1,0,22.63574069351393
3,22,14.366017798635605,65.91292338583213,5.785202262754192,0,0,11.570404525508383
4,1,43.50879717284439,24.850208560022367,6.950753572835103,1,0,23.901507145670205
4,2,96.70272781647586,27.13928258972909,3.8769799908092457,0,1,15.753959981618491
4,3,73.78550591430256,35.47048385507749,4.405790466946838,0,0,8.811580933893676
4,4,59.55247139514225,51.029662292101364,3.1817874533744126,0,0,6.363574906748825
4,5,21.88312547911477,10.8108552836697,4.090200183461702,0,1,16.180400366923404
4,6,13.618534441442039,36.98727338378721,1.9667423271456124,0,2,19.933484654291224
4,7,5.092460005552924,39.69419284259281,4.340928184610757,0,0,8.681856369221514
4,8,90.98680300801574,4.4380888633469855,1.3168481180663292,0,0,2.6336962361326584
4,9,63.58027890815858,45.007860481838634,2.4734655961823697,0,0,4.946931192364739
4,10,78.89006691065804,18.79625010736348,0.5441424587548939,0,2,17.08828491750979
4,11,0.0,4.32525454425393,3.7526745644088426,0,0,7.505349128817685
4,12,102.19221371945682,63.05631607459941,5.696565137948641,0,0,11.393130275897281
4,13,89.09992314005761,64.42531227337784,1.138318575414239,0,1,10.276637150828478
4,14,20.768086363487136,58.55425646902278,6.648599393043468,1,0,23.297198786086938
4,15,11.2012796669643,23.360623678275033,4.293906371550529,0,0,8.587812743101058
4,16,15.905093581473796,8.212470501737773,6.529099383478092,1,1,31.058198766956185
4,17,33.79496781182604,41.821188269125145,0.18456882148076403,0,0,0.36913764296152807
4,18,54.49779861572018,32.612560000504665,5.6738733154728305,0,1,19.34774663094566
4,19,50.74925129054896,7.610983712259312,4.158915007464946,0,0,8.317830014929893
4,20,31.25157241326318,32.20026186618458,6.789400784702222,1,1,31.578801569404444
4,21,58.10914171427999,1.4060476786703928,3.280852118564792,0,0,6.561704237129584
4,22,14.470496795413924,67.38817984536983,1.9138495035149437,0,0,3.8276990070298873
5,1,43.89788113634393,25.30373099551983,1.6810193314473514,0,0,3.3620386628947028
5,2,98.9770778008767,27.60797031137601,0.9021580533745446,0,0,1.8043161067490892
5,3,73.3159703519779,33.07179864627127,1.0633188545860603,0,0,2.1266377091721207
5,4,57.49958622182946,51.83290000706417,4.486123213622502,0,0,8.972246427245004
5,5,23.473795700280473,13.122911779046973,2.4196709832670424,0,1,12.839341966534086
5,6,12.376694823068469,36.53147673064082,4.6729041696471905,0,0,9.345808339294381
5,7,5.455960534677593,42.76529122428817,1.3460231316606954,0,0,2.692046263321391
5,8,91.15909521033659,6.7649831454464415,1.1825454415051517,0,0,2.3650908830103035
5,9,63.835238262519546,46.737728261481315,1.2390733899372277,0,0,2.4781467798744554
5,10,80.42993668048615,19.045382306125706,0.8444510977042057,0,0,1.6889021954084114
5,11,0.0,3.9216128873605047,1.4443360288405476,0,0,2.888672057681095
5,12,104.42578148028353,64.37305382731958,3.523920895983998,0,0,7.047841791967996
5,13,88.44944764989984,63.911849315441245,0.27518497888769256,0,0,0.5503699577753851
5,14,18.171776707838784,60.7207646569955,4.395302726436355,0,0,8.79060545287271
5,15,12.53037500733353,23.155006946712252,6.115050368747441,1,1,30.23010073749488
5,16,16.20529521023393,4.9561717595421575,1.938143537030426,0,0,3.876287074060852
5,17,33.064896067761914,43.82285673042135,5.237817832685608,0,0,10.475635665371216
5,18,55.9701196808153,33.10861083610056,1.4654452633569721,0,0,2.9308905267139442
5,19,50.727173902596554,8.805591856803801,3.3916608963371493,0,0,6.783321792674299
5,20,30.82949475343655,29.70322207189207,2.582395476988407,0,0,5.164790953976814
5,21,58.099843004769184,2.0107266692987587,5.232296566936296,0,0,10.464593133872592
5,22,16.154513322610956,65.22638620462584,1.7670586104081454,0,0,3.5341172208162908
6,1,43.940811975695674,26.756665729976465,6.0585498812578615,1,0,22.11709976251572
6,2,97.5186749792906,27.727193989102318,1.805319789314579,0,0,3.610639578629158
6,3,75.60165146726861,29.38667806097605,4.680502539471017,0,1,17.361005078942036
6,4,56.28382745136063,50.47608718138356,4.001288826289299,0,0,8.002577652578598
6,5,23.19343801643986,13.051225462986666,5.3864505323435585,0,0,10.772901064687117
6,6,10.784800873648583,35.5499167114713,2.265754654829706,0,0,4.531509309659412
6,7,4.296123078998359,42.23910735652887,3.553272650791185,0,0,7.10654530158237
6,8,91.48642930913323,8.130829329003063,0.8038577731744248,0,0,1.6077155463488495
6,9,65.41823475733916,47.7181796534843,2.0204138726817904,0,0,4.040827745363581
6,10,79.1189755012585,19.040438425634676,1.080539006919416,0,0,2.161078013838832
6,11,3.5614941052385825,5.443411926391452,3.728126027861101,0,0,7.456252055722202
6,12,103.76502464197324,66.74611110176525,2.356229947357444,0,0,4.712459894714888
6,13,87.86734386520372,62.909246362986345,0.4436247933093742,0,1,8.887249586618749
6,14,20.26537461173163,58.75629072197765,5.669121120982444,0,0,11.338242241964888
6,15,9.659708636930997,24.566933813802965,4.7705190555675046,0,0,9.541038111135009
6,16,16.24683160765825,5.147219977347891,4.16947118425491,0,0,8.33894236850982
6,17,32.522761808621446,43.465116679345265,2.8828863990308795,0,0,5.765772798061759
6,18,55.282954826568236,32.16962144071896,6.506704009734781,1,1,31.013408019469562
6,19,50.154308569043415,8.18541499857725,0.8700805643988131,0,0,1.7401611287976262
6,20,29.586619096908446,28.885468272894304,6.568383197747265,1,0,23.13676639549453
6,21,54.34570372227586,3.0376899716315116,0.46547387156744247,0,0,0.9309477431348849
6,22,16.73989322608567,65.09902295588209,4.021311792259383,0,1,16.042623584518765
7,1,43.0490378966093,27.639158507667428,5.055767978751464,0,0,10.111535957502928
7,2,97.04095721331508,27.248608457502804,4.488033430197081,0,0,8.976066860394162
7,3,76.41687619671427,30.939059451596947,3.7990711034331732,0,0,7.5981422068663464
7,4,52.97166762384981,51.0172548183937,2.4198719545274363,0,0,4.839743909054873
7,5,22.788133038423553,14.47265086947878,6.359153929335398,1,0,22.718307858670798
7,6,10.409616972036817,37.501495361214744,2.8059599173454792,0,0,5.6119198346909585
7,7,3.2815035482723007,38.89361249509004,6.630983377282707,1,0,23.261966754565414
7,8,93.06381887014072,6.865511885634858,4.103608824117581,0,0,8.207217648235162
7,9,63.04785685222387,47.742259781450194,4.280179648042535,0,0,8.56035929608507
7,10,78.76020750221325,20.275095889252185,6.104867362609061,1,1,30.20973472521812
7,11,4.9001103349614,5.586842595225541,4.876555767138246,0,1,17.753111534276492
7,12,102.43780072909627,67.1765229936017,1.0677733003998293,0,0,2.1355466007996586
7,13,88.11513543538459,63.762651374690805,4.247005324679991,0,0,8.494010649359982
7,14,18.953164541114578,58.15573141222632,5.15510964937306,0,2,26.31021929874612
7,15,10.423775811435156,26.43792439665055,0.7926663208852868,0,2,17.585332641770574
7,16,17.695714619597638,5.270302284077088,6.445893178321606,1,1,30.891786356643212
7,17,31.791669272739725,44.07084751736422,4.1389280502145045,0,0,8.277856100429009
7,18,53.64586917062803,30.94411928182762,0.38333147175421933,0,0,0.7666629435084387
7,19,52.41896553773285,8.788466718647634,5.6199741401860805,0,0,11.239948280372161
7,20,29.065328996249015,30.129176299772208,2.3344942018380093,0,0,4.6689884036760185
7,21,56.276166168050246,2.3707336342630514,3.7617692205654603,0,1,15.52353844113092
7,22,16.098781312411457,64.27005429586158,2.4286724132735937,0,0,4.8573448265471875
8,1,40.794890370163394,27.2480557603297,4.703249205191099,0,0,9.406498410382198
8,2,95.35282870169475,27.02505345740851,0.7287600738920169,0,0,1.4575201477840338
8,3,76.40689601476741,28.96034188379403,1.2498126343803353,0,0,2.4996252687606706
8,4,54.178326289016105,50.781433978347025,1.6672794673270857,0,0,3.3345589346541713
8,5,24.408822841931578,11.70529300903464,1.7022053369961787,0,0,3.4044106739923574
8,6,8.883828716218732,38.27649932418693,5.989875276744,0,1,19.979750553488
8,7,2.0828376920344027,38.646809008015495,4.676595955994523,0,0,9.353191911989047
8,8,93.06486754647648,7.102895857064909,2.052034111827093,0,1,12.104068223654185
8,9,62.03150753312331,47.96618962665891,0.5985597159812766,0,0,1.197119431962553
8,10,77.58639194436152,21.286516592372347,0.185725427116738,0,0,0.371450854233476
8,11,4.727844305736864,5.819397530618819,4.081290926787846,0,0,8.162581853575691
8,12,105.0,65.51586631170166,6.248701977538824,1,0,22.497403955077647
8,13,90.19800883894501,59.77362433911674,2.392721461885132,0,0,4.785442923770264
8,14,15.835599558736163,56.29477129569496,2.657846857170868,0,0,5.315693714341736
8,15,8.657483263522751,26.743477093858825,1.8764454857601338,0,0,3.7528909715202676
8,16,18.13047801585034,4.888070381518541,2.865881565338683,0,0,5.731763130677366
8,17,31.56685232259603,44.86249465876171,3.052885703947217,0,0,6.105771407894434
8,18,54.89570498705915,28.954310757662984,6.639173148735097,1,0,23.278346297470193
8,19,51.876129080883345,8.684081984278118,0.9807922303651678,0,1,9.961584460730336
8,20,29.793302991089696,28.970175586362004,6.26186558825864,1,0,22.52373117651728
8,21,56.14233440465974,2.415709086053788,2.9764945312846343,0,0,5.9529890625692685
8,22,15.042076157222162,63.17758157093976,1.8807415156946226,0,0,3.761483031389245
9,1,38.77261223700482,28.362951901363772,0.7461877719364026,0,0,1.4923755438728052
9,2,95.60912685888665,26.74907845287949,5.097321293425224,0,0,10.194642586850447
9,3,76.4345469143655,29.481714441836537,4.818816774994152,0,0,9.637633549988305
9,4,53.36868676855207,49.613976890243556,1.7248142326737477,0,1,11.449628465347494
9,5,24.7025907245781,10.237733842612093,4.862875295980987,0,0,9.725750591961974
9,6,9.496207849790439,35.72262391783017,4.13161466808361,0,0,8.26322933616722
9,7,3.626571148022868,39.355705231635056,0.641074513286439,0,1,9.282149026572878
9,8,93.4489121479473,8.57693233298318,6.651661476745617,1,0,23.303322953491232
9,9,64.52971919981718,49.48774472418611,1.2959305018703375,0,0,2.591861003740675
9,10,74.82508059736405,19.367151142268796,6.110620851134858,1,0,22.221241702269715
9,11,3.790616439193346,5.858534105935069,5.645928035030148,0,0,11.291856070060296
9,12,105.0,64.42725059197146,4.845935951624967,0,1,17.691871903249933
9,13,90.47815898566063,58.64054994058676,3.4259747455019833,0,0,6.851949491003967
9,14,14.918322854248242,54.18477965042263,6.913676055976529,1,1,31.827352111953058
9,15,7.2726333943563946,24.715950185434323,4.939026207609819,0,1,17.87805241521964
9,16,16.66666813638434,6.4685330764303,3.9756166138684064,0,1,15.951233227736813
9,17,30.142753989348115,48.8110677560178,4.881941870727879,0,0,9.763883741455759
9,18,55.63568183838048,29.231564943205296,6.470773367635712,1,2,38.94154673527142
9,19,50.588592410611525,9.734546803391606,6.034298556925194,1,1,30.068597113850387
9,20,28.929846251733036,29.153190308330046,5.8024083190547415,0,0,11.604816638109483
9,21,59.98246121206294,2.2716192364668135,4.1738891493743715,0,0,8.347778298748743
9,22,16.765986146650675,62.122816933250924,0.8439682004409517,0,0,1.6879364008819033
10,1,37.208884925664115,30.279842145221018,2.4508768141671107,0,0,4.901753628334221
10,2,95.21758597901646,26.951555534109023,6.78371841098568,1,2,39.567436821971356
10,3,77.05340250933168,26.5871875473653,1.2172667445364111,0,0,2.4345334890728223
10,4,52.39280950621678,51.17929575417339,5.307669329928639,0,0,10.615338659857278
10,5,26.004238260834434,10.662282150704916,1.0772713443789854,0,0,2.154542688757971
10,6,7.472012492652154,36.60087910911804,1.5710840028566246,0,0,3.1421680057132493
10,7,4.696670533331036,39.42623105132068,3.758820960253895,0,0,7.51764192050779
10,8,95.28366857383449,7.551784647787995,4.060603454864678,0,0,8.121206909729356
10,9,63.764932833567215,45.76082735555739,6.142226038412662,1,0,22.284452076825325
10,10,76.20482186258555,19.837944087473996,0.9066044489796292,0,2,17.813208897959257
10,11,1.2678859514935024,3.220635605943848,5.666612523074146,0,0,11.333225046148293
10,12,103.69105405894348,65.61773750494199,3.856001594263975,0,0,7.71200318852795
10,13,90.02761825352769,57.43336956559627,2.859172491494891,0,0,5.718344982989782
10,14,13.409149014622997,52.60841171368035,1.8182764863222833,0,0,3.6365529726445667
10,15,4.372115942695054,22.90485643796476,3.4711301455513954,0,0,6.942260291102791
10,16,15.060801016868592,7.492467931116019,1.5412824136486794,0,0,3.0825648272973587
10,17,29.894169409628194,47.572690491491606,0.5329160164321013,0,1,9.065832032864202
10,18,59.10026597148976,28.235719572885298,3.364106041286536,0,0,6.728212082573072
10,19,52.339246782186976,12.166209640073179,5.772766761476044,0,0,11.545533522952088
10,20,26.574905745247023,29.2641347544404,4.746113067913445,0,0,9.49222613582689
10,21,59.2061607357006,1.37323264162781,1.8691978911859493,0,1,11.7383957823719
10,22,17.599051371861037,61.188511188616,4.609162842608979,0,1,17.218325685217955
11,1,38.43960819746016,31.040753191881965,1.1453667483416843,0,0,2.2907334966833686
11,2,96.81759801340019,28.705498919777533,4.855775580470421,0,0,9.711551160940841
11,3,79.12664099588797,27.560252378749762,0.5766673193108989,0,0,1.1533346386217977
11,4,52.1421323857415,51.399366283823376,4.5815784999679465,0,0,9.163156999935893
11,5,27.81400171059697,9.436878644224063,6.656044935752872,1,0,23.312089871505744
11,6,8.025022455961505,36.010870890627,3.0263436072982133,0,1,14.052687214596427
11,7,4.7397877677332625,41.343908845231624,4.469681633648599,0,0,8.939363267297198
11,8,95.57031717586435,7.621439470022218,1.91950641644069,0,1,11.83901283288138
11,9,61.725148622097336,46.88020770459822,6.258694425753941,1,0,22.51738885150788
11,10,77.17304813429716,23.082826172432185,1.4917329281755831,0,0,2.9834658563511662
11,11,0.8062185990640012,3.5493610974397565,4.561667777631195,0,0,9.12333555526239
11,12,104.0651295845096,67.98391742458719,6.050507748877459,1,0,22.10101549775492
11,13,89.88467495494726,57.85190185425178,6.777353995403052,1,0,23.554707990806104
11,14,14.320993779197806,52.888325398414885,6.080362175689276,1,0,22.16072435137855
11,15,3.702465520869262,23.195991427312222,5.396452912508364,0,1,18.792905825016728
11,16,16.67124864165825,5.952694981999429,4.383542251419907,0,0,8.767084502839815
11,17,30.093623920848508,46.522509269082846,0.22768325643876342,0,1,8.455366512877527
11,18,60.892835914877026,25.950939215709635,5.575761036833234,0,0,11.151522073666468
11,19,51.500864011279596,12.73202745266996,0.8211573227367613,0,0,1.6423146454735227
11,20,28.92319178909853,29.165509362830917,4.798957010602799,0,0,9.597914021205598
11,21,58.373361445660805,4.194968245788695,1.403673086902357,0,0,2.807346173804714
11,22,15.427030521236672,57.890302253685874,0.4494625595259386,0,0,0.8989251190518772
12,1,39.700573520943244,30.06181722292838,0.571409874214127,0,0,1.142819748428254
12,2,96.14832286357802,25.871187823359236,1.729722638071025,0,0,3.45944527614205
12,3,78.44818151701435,23.924433388806328,6.102484966145412,1,0,22.204969932290822
12,4,49.76627815051291,52.53998826803982,6.8310567907339195,1,0,23.66211358146784
12,5,28.992701948573217,10.07506498690151,1.2748254098208949,0,0,2.5496508196417897
12,6,6.5745582412676855,35.93930385641403,4.610954428506133,0,0,9.221908857012266
12,7,4.73438395909741,39.60636181144281,3.8875448565634185,0,0,7.775089713126837
12,8,97.82541462851508,8.937482905885725,1.599183189319091,0,2,19.198366378638184
12,9,61.39370236135284,46.920536463090016,1.3967971565040158,0,0,2.7935943130080316
12,10,77.48562234621849,20.02022386979575,0.5053888628542309,0,0,1.0107777257084618
12,11,0.4354525252831058,2.5263847254430587,1.8037802195784958,0,0,3.6075604391569915
12,12,102.56269956966723,67.56226698525826,6.077907537858664,1,0,22.155815075717328
12,13,92.58120474522154,58.81316614615229,5.198945648399867,0,0,10.397891296799735
12,14,13.464225294523612,53.747199570449126,2.4215449478287403,0,0,4.843089895657481
12,15,5.801498675748265,24.582941951681377,6.913546946152405,1,0,23.82709389230481
12,16,16.76069419653851,4.982289815441067,6.06922047285714,1,0,22.13844094571428
12,17,31.14095889126889,47.11273734721547,3.070307934327133,0,0,6.140615868654266
12,18,62.23562574491862,26.90369691823259,3.40668258997292,0,1,14.81336517994584
12,19,53.0751930842586,11.929174635329108,2.952046488114188,0,0,5.904092976228376
12,20,30.89928288755002,29.461908769869517,4.146452300153536,0,1,16.29290460030707
12,21,61.4862527545987,3.1611865186543437,4.3607660849443795,0,0,8.721532169888759
12,22,18.030976225984546,58.18716842887984,5.131791156906967,0,0,10.263582313813934
13,1,40.44161880036735,30.45282787166424,2.2130927348372538,0,0,4.4261854696745075
13,2,95.32286513280988,24.86375277145216,0.2910100133527447,0,0,0.5820200267054894
13,3,78.40985041052718,25.683526917695374,6.906410860711929,1,1,31.81282172142386
13,4,50.58167838240456,51.98406676991066,6.662682497962673,1,0,23.325364995925348
13,5,30.150250014545733,5.802251055956396,6.075428061640155,1,0,22.15085612328031
13,6,8.29770679182584,33.32973318824688,3.6091722000547515,0,0,7.218344400109503
13,7,4.190722546992712,37.926856969503596,4.668049802822731,0,0,9.336099605645462
13,8,95.88339241493372,10.678723086953504,0.20981512910874567,0,0,0.41963025821749134
13,9,60.692150559385,47.44029228568609,4.932765339156527,0,0,9.865530678313053
13,10,77.41524147789971,20.73578511063043,4.714027033274421,0,1,17.428054066548842
13,11,0.5506853618734888,0.6018963891602043,4.708214827575884,0,0,9.416429655151768
13,12,104.05709979883794,66.82163211051629,6.076995780642537,1,0,22.153991561285075
13,13,90.24633189723191,58.170993404703424,4.848381665583152,0,1,17.696763331166302
13,14,15.715364980475078,55.02253218361937,4.7827361980275205,0,0,9.565472396055041
13,15,5.278520474136476,24.059055395203735,4.324930681408497,0,1,16.649861362816992
13,16,16.278241619712436,8.097411790782328,0.21270941787785802,0,1,8.425418835755716
13,17,31.71386206961622,47.75779981800208,4.735593700440726,0,0,9.471187400881451
13,18,63.78105092596638,27.261880656772362,4.612198291628601,0,0,9.224396583257201
13,19,52.68662986552754,11.634649861701641,4.558630839290444,0,0,9.117261678580888
13,20,30.791880998428923,29.406075415104755,4.604917132221252,0,1,17.209834264442506
13,21,62.57769707005417,3.239105347365293,6.840219289549221,1,0,23.680438579098443
13,22,19.129936341807916,58.06609355871697,6.095274152360814,1,0,22.190548304721627
14,1,42.86218570395532,31.13312932393521,3.4011023143042793,0,0,6.802204628608559
14,2,94.95663017987391,26.309883523884693,1.9941103137334597,0,0,3.9882206274669194
14,3,80.19405614391414,23.842115194989887,5.621181284828644,0,0,11.242362569657288
14,4,51.47777848717935,53.03582588337701,2.1791538940920256,0,0,4.358307788184051
14,5,29.703904759505747,7.865811275923825,5.013054719562355,0,0,10.02610943912471
14,6,8.07262341127705,33.51809786845419,2.8948437106774607,0,0,5.789687421354921
14,7,3.9311148105669074,37.9502255408758,1.2680454467427622,0,0,2.5360908934855244
14,8,94.23897978459092,8.518646763062062,1.2700684338693886,0,0,2.5401368677387772
14,9,63.083908154222456,46.1698502632086,4.9633238320570285,0,0,9.926647664114057
14,10,75.92815295371526,17.505699940224858,3.9711855374023246,0,0,7.942371074804649
14,11,0.0,0.0,6.740488126663059,1,0,23.48097625332612
14,12,105.0,68.0,5.641947848426106,0,0,11.283895696852213
14,13,89.21410637946532,61.54964711271989,0.30388772998373415,0,0,0.6077754599674683
14,14,17.18801321096247,54.53528510835643,6.659823395446599,1,0,23.3196467908932
14,15,1.5294119018261165,27.495469254089848,5.734322015987532,0,1,19.468644031975064
14,16,14.193882919567042,5.62931367034699,1.4843138793575865,0,0,2.968627758715173
14,17,33.24771771763068,51.417428427510984,2.877199288646933,0,1,13.754398577293866
14,18,65.85746015373216,28.107744336850903,2.4739496551190268,0,0,4.9478993102380535
14,19,53.57876137802547,12.914773199872103,5.463678606707033,0,0,10.927357213414066
14,20,31.93027388310907,29.827862551058818,5.758300229595749,0,0,11.516600459191498
14,21,62.733998725981984,3.1452156555160093,4.672849295040293,0,0,9.345698590080586
14,22,17.9989894585079,57.64508094341681,4.367015272736011,0,0,8.734030545472022
15,1,41.08078807541105,31.597860389275752,1.4065358206133953,0,0,2.8130716412267907
15,2,95.90729550127206,26.93058217006194,0.6767351475270373,0,0,1.3534702950540747
15,3,79.91612465559757,23.647384145389747,5.2931433022667225,0,0,10.586286604533445
15,4,51.54349569514802,52.815322880934275,4.654382071410526,0,0,9.308764142821053
15,5,31.14972343469811,11.181595778310852,6.490244736356169,1,0,22.980489472712335
15,6,7.2363857337652995,31.463393399085575,2.795211410665157,0,0,5.590422821330314
15,7,3.7986917380400254,41.819789547357274,6.947384515108626,1,1,31.894769030217255
15,8,93.03346793263633,10.977321971228163,5.894233060634949,0,0,11.788466121269899
15,9,65.60045937533712,45.33946790064661,4.365099816019318,0,0,8.730199632038635
15,10,76.78162757249316,19.948294874917664,5.286892943477655,0,0,10.57378588695531
15,11,0.0,0.0,5.782473411767699,0,0,11.564946823535397
15,12,104.12747862907703,66.4778649039607,4.961212884200835,0,0,9.92242576840167
